"","Vpn.Nr","sz1_1","sz1_2","sz1_3","sz1_4","sz1_5","sz1_6","sz1_7","sz1_8","sz1_9","sz2_1","sz2_2","sz2_3","sz2_4","sz2_5","sz2_6","sz2_7","sz2_8","sz2_9","uni_1","uni_2","uni_3","uni_4","uni_5","uni_6","uni_7","bf_1","bf_2","bf_3","bf_4","bf_5","bf_6","bf_7","bf_8","bf_9","bf_10","bf_11","bf_12","bf_13","bf_14","bf_15","bf_16","bf_17","bf_18","bf_19","bf_20","int_stat","int_it","sw_stat","sw_r","lezu_1","lezu_2","lezu_3","lezu_4","lezu_5","prok_1","prok_2","prok_3","prok_4","prok_5","prok_6","prok_7","prok_8","prok_9","prok_10","berufswunsch","berufswunsch_sonst","nebenjob","abi","geschl","alter","groesse","anz.geschw","bland","erq_1","erq_2","erq_3","erq_4","erq_5","erq_6","erq_7","erq_8","erq_9","erq_10","ros_1","ros_2","ros_3","ros_4","ros_5","ros_6","ros_7","ros_8","ros_9","ros_10","uni_1.f","uni_2.f","uni_3.f","uni_4.f","uni_5.f","uni_6.f","uni_7.f","berufswunsch.f","nebenjob.f","geschl.f","bland.f","prok_2.r","prok_3.r","prok_5.r","prok_7.r","prok_8.r","ros_2.r","ros_5.r","ros_6.r","ros_8.r","ros_9.r","SZ1_INH","SZ1_BED","SZ1_BEL","SZ2_INH","SZ2_BED","SZ2_BEL","BF_EXT","BF_VER","BF_GEW","BF_NEU","BF_OFF","LEZU","PROK","REAP","SUPP","SW"
"228",228,5,1,2,4,2,2,4,3,3,4,3,4,2,2,2,4,3,2,1,1,2,2,2,2,2,5,5,3,3,5,5,2,4,5,2,5,2,5,4,4,2,4,5,3,5,3,4,4,4,6,5,7,6,2,3,2,2,2,4,2,2,4,4,4,3,NA,1,3.3,2,19,164,3,7,7,5,7,1,7,5,7,7,5,7,4,3,4,4,1,4,4,2,1,4,"nein","nein","ja","ja","ja","ja","ja","Wirtschaftspsychologie","ja","m‰nnlich","HE",3,3,1,3,1,2,4,1,3,4,4.33333333333333,2,2.33333333333333,3.33333333333333,2.66666666666667,2.66666666666667,4.25,4.25,3.75,2.5,4.75,5.2,2.6,7,4,3.4
"229",229,4,2,2,5,1,2,5,1,2,4,2,4,4,4,2,5,2,2,1,2,2,2,2,2,2,2,4,3,3,4,3,4,5,4,2,4,1,3,5,4,1,3,4,4,4,1,1,3,3,4,6,4,6,4,3,2,1,3,3,1,3,4,3,3,1,NA,1,2.7,1,20,172,1,10,5,4,6,1,5,3,5,4,6,6,3,2,4,4,2,2,3,3,1,4,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","ja","weiblich","NW",3,4,2,2,1,3,3,3,2,4,4.66666666666667,1.33333333333333,2,4.33333333333333,2.66666666666667,2.66666666666667,2.25,4,3.75,2.5,4.25,4.8,2.5,5.16666666666667,3.5,3.3
"230",230,3,2,1,4,3,2,4,3,2,4,3,3,4,2,2,4,3,2,1,2,2,2,2,2,2,5,5,4,3,4,4,5,4,4,4,4,4,4,5,4,3,3,4,2,5,2,1,2,4,5,6,6,6,5,2,2,2,3,4,1,4,4,2,1,1,NA,2,1.6,1,32,168,2,7,5,2,4,2,4,3,3,5,4,5,4,1,4,4,1,1,4,1,1,4,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","HE",3,3,1,1,1,4,4,4,4,4,3.66666666666667,2.66666666666667,1.66666666666667,4,2.66666666666667,2.33333333333333,4,4,4.5,3.25,4.25,5.6,1.8,4.33333333333333,2.75,4
"231",231,4,2,3,4,1,1,4,1,2,4,2,4,4,1,1,4,1,1,1,2,2,1,2,2,2,5,4,5,4,4,4,5,5,4,5,4,4,2,3,5,2,5,3,5,5,2,2,2,2,4,6,6,6,5,2,4,3,1,4,3,3,4,2,3,5,"Forensische Psychologie",2,2.5,1,20,175,1,10,5,6,5,1,3,2,5,6,6,5,3,4,3,3,2,3,2,3,2,3,"nein","ja","ja","nein","ja","ja","ja","sonstiges","nein","weiblich","NW",1,2,1,2,1,1,3,2,2,3,4,1.33333333333333,2,4,1.33333333333333,2,3.25,4.75,4.75,4.5,3.5,5.4,1.8,4.83333333333333,3.75,2.5
"232",232,3,2,4,4,2,3,4,2,3,3,4,3,4,1,2,3,1,2,1,2,2,1,2,2,1,3,4,4,4,4,3,5,4,4,4,4,1,4,3,4,1,3,3,5,3,1,2,2,2,6,6,6,6,6,2,3,2,3,3,2,2,3,3,2,4,NA,2,1.6,1,23,178,1,1,3,3,5,1,5,4,3,3,6,5,3,4,3,3,2,3,3,3,2,3,"nein","ja","ja","nein","ja","ja","nein","Forschung","nein","weiblich","BW",2,3,2,3,2,1,3,2,2,3,3.66666666666667,2,3.33333333333333,3.33333333333333,2,2.33333333333333,2.75,3.75,4,3.5,3.5,6,2.4,4,3.5,2.6
"233",233,4,4,3,4,3,2,4,3,4,4,3,3,4,3,3,4,3,4,1,2,2,1,2,2,2,5,4,3,4,4,5,3,4,4,4,3,1,5,3,4,4,4,3,4,3,2,1,1,1,5,3,4,4,4,3,2,3,3,1,2,2,3,2,3,1,NA,1,1.7,1,20,165,0,11,6,2,6,3,5,3,5,2,2,6,3,2,3,3,2,2,3,2,2,3,"nein","ja","ja","nein","ja","ja","ja","klinische Psychologie","ja","weiblich","RP",3,2,4,3,2,3,3,3,3,3,4,3.33333333333333,3,4,3,3.33333333333333,4.75,4,3,3.25,3.5,4,2.7,5,2.5,3
"234",234,4,1,2,5,2,1,4,1,3,5,2,1,5,1,1,5,1,1,1,2,2,2,2,2,2,4,5,4,3,4,5,5,4,4,4,5,2,4,3,4,5,5,3,2,5,3,1,4,3,6,7,7,7,6,2,3,2,3,2,1,3,4,1,1,1,NA,2,2.8,1,18,165,1,10,3,1,3,1,2,4,5,3,3,3,3,1,3,4,1,1,4,2,1,4,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","NW",2,3,3,2,1,4,4,4,3,4,4.33333333333333,1.33333333333333,2,5,1.33333333333333,1,4.5,4.5,4.75,2.75,3.5,6.6,1.9,3.16666666666667,2.25,3.7
"235",235,4,3,4,5,2,1,5,3,3,4,3,2,5,2,2,5,2,3,1,2,1,1,2,1,2,3,4,4,4,3,3,4,4,3,4,4,4,2,3,3,2,4,3,4,4,2,2,2,2,5,5,5,6,5,3,2,2,3,3,4,2,3,3,1,1,NA,2,1.3,1,19,177,1,11,5,6,5,4,4,4,3,3,3,4,3,2,3,3,2,3,3,2,2,3,"nein","ja","nein","nein","ja","nein","ja","klinische Psychologie","nein","weiblich","RP",3,3,2,3,2,3,3,2,3,3,4.66666666666667,2.66666666666667,2.66666666666667,4.66666666666667,2.33333333333333,2.33333333333333,2.5,3.75,4,4,3,5.2,2.7,4,4.25,2.9
"236",236,3,2,4,4,3,4,4,2,3,4,3,3,4,3,2,4,3,3,1,2,2,1,2,1,1,2,4,5,3,4,2,5,4,4,3,4,3,3,3,4,3,4,3,4,4,3,3,2,3,4,5,4,5,4,3,2,2,2,3,2,3,2,3,2,3,NA,2,2.7,1,23,177,2,11,5,5,5,3,4,5,4,4,5,4,3,2,3,3,2,3,2,3,2,3,"nein","ja","ja","nein","ja","nein","nein","Wirtschaftspsychologie","nein","weiblich","RP",3,3,2,2,3,3,3,2,2,3,3.66666666666667,2.33333333333333,3.66666666666667,4,3,2.66666666666667,2.5,4,4.5,3.25,3.5,4.4,2.5,4.33333333333333,4.5,2.7
"237",237,4,2,2,4,2,2,5,2,3,4,2,3,4,2,2,5,1,3,1,2,2,1,2,2,2,3,3,4,3,4,3,4,4,4,3,4,2,4,3,4,3,4,4,5,4,3,2,3,3,5,6,5,5,4,2,3,2,3,2,2,3,3,2,2,1,NA,2,1.3,1,20,170,1,11,4,6,4,2,4,6,6,5,7,6,3,4,3,2,3,4,3,3,3,3,"nein","ja","ja","nein","ja","ja","ja","klinische Psychologie","nein","weiblich","RP",2,3,3,2,2,1,2,1,2,2,4.33333333333333,2,2.33333333333333,4.33333333333333,1.66666666666667,2.66666666666667,3.25,3.75,4,3.25,3.75,5,2.3,4.83333333333333,5.25,2.2
"238",238,5,1,3,5,3,1,5,1,3,5,1,1,5,4,1,5,1,2,2,2,2,2,2,2,2,4,4,5,4,4,4,5,3,3,4,5,5,5,4,3,4,2,3,3,4,2,2,2,2,4,5,5,4,5,3,3,2,2,3,4,3,2,3,3,1,NA,2,3.2,1,20,165,3,10,5,5,6,1,2,5,5,3,4,4,3,2,4,3,1,2,3,1,1,3,"ja","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","NW",2,3,2,2,3,3,4,3,4,4,5,1.66666666666667,2.33333333333333,5,2,1.33333333333333,4.25,3,4.75,4,3.5,4.6,2.7,4.16666666666667,3.75,3.4
"239",239,4,3,2,5,1,2,5,2,3,4,4,3,5,2,3,5,3,3,1,2,2,2,2,2,2,4,4,4,4,4,4,5,4,4,4,5,4,3,3,4,3,3,4,5,5,2,1,2,3,4,5,4,6,5,3,3,3,2,3,3,3,3,2,3,3,NA,1,2.5,1,24,163,1,10,3,6,3,3,2,4,3,5,5,4,3,3,3,4,2,4,3,2,2,3,"nein","ja","ja","ja","ja","ja","ja","Wirtschaftspsychologie","ja","weiblich","NW",2,2,2,2,2,2,3,1,3,3,4.66666666666667,2,2.33333333333333,4.66666666666667,3,3,3.5,3.75,4.75,4.25,3.75,4.8,2.3,3.33333333333333,4.5,2.8
"240",240,4,1,2,5,2,2,4,1,1,3,4,4,4,2,3,4,1,4,1,2,2,1,2,2,2,5,4,2,5,3,5,4,4,3,4,4,4,4,3,3,4,4,3,5,4,2,1,2,2,6,6,6,5,6,2,3,2,2,2,4,2,3,3,3,5,"weiﬂ ich noch nicht",2,1.6,1,22,NA,2,10,3,1,3,1,2,1,3,2,5,3,3,3,3,3,2,3,4,2,1,3,"nein","ja","ja","nein","ja","ja","ja","sonstiges","nein","weiblich","NW",2,3,3,3,2,2,3,2,3,4,4.33333333333333,1.33333333333333,1.66666666666667,3.66666666666667,2.33333333333333,3.66666666666667,4.5,3.75,3.5,4.5,3,5.8,2.7,2.66666666666667,2,3
"241",241,5,4,2,4,1,1,5,2,2,4,4,2,4,1,1,5,3,2,1,2,2,1,2,1,1,4,3,3,2,4,5,2,4,4,2,3,2,3,4,4,2,4,3,2,4,2,4,4,4,6,6,6,7,7,4,3,2,3,2,3,3,3,2,1,5,"Noch nicht festgelegt",2,2,2,20,169,0,10,2,6,2,4,2,3,6,3,3,6,3,2,4,4,2,2,4,1,1,4,"nein","ja","ja","nein","ja","nein","nein","sonstiges","nein","m‰nnlich","NW",2,3,3,2,2,3,3,3,4,4,4.66666666666667,2.33333333333333,1.66666666666667,4.33333333333333,2.66666666666667,1.66666666666667,3.5,3.75,3,2,3.75,6.4,2.5,3.5,4,3.6
"242",242,5,2,4,5,4,4,4,2,4,5,2,2,3,2,1,5,2,1,2,2,2,2,2,2,1,4,4,4,4,3,4,2,4,3,3,3,3,5,3,3,3,4,4,5,4,4,4,4,5,5,5,5,5,6,3,4,1,2,3,4,2,3,3,1,1,NA,2,1.2,2,24,180,4,7,1,6,1,1,2,2,2,2,5,2,3,4,2,3,3,2,3,2,2,3,"ja","ja","ja","ja","ja","ja","nein","klinische Psychologie","nein","m‰nnlich","HE",1,4,2,3,2,1,2,3,3,3,4.66666666666667,2.66666666666667,4,4.33333333333333,2,1.33333333333333,4,3.75,3.25,3.75,3.25,5.2,2.5,1.66666666666667,3.5,2.6
"243",243,4,2,3,5,2,3,4,2,3,4,3,4,4,1,3,5,3,4,1,2,2,2,2,2,2,4,3,4,3,5,5,5,4,5,3,5,2,3,3,4,4,3,3,4,4,3,2,4,3,6,7,6,6,6,2,1,2,3,3,2,3,3,2,1,5,"noch unsicher bzw. gerne mehrere Bereiche",2,2.2,1,24,175,2,11,5,5,6,1,6,2,5,6,6,5,3,1,4,4,1,2,4,3,1,3,"nein","ja","ja","ja","ja","ja","ja","sonstiges","nein","weiblich","RP",4,3,2,2,2,4,4,3,2,4,4.33333333333333,2,3,4.33333333333333,2.33333333333333,3.66666666666667,4,3.5,4.5,3,4,6.2,2.3,5.5,3.5,3.5
"244",244,5,2,1,3,1,1,5,2,1,5,2,1,4,1,1,5,2,1,1,2,2,1,2,2,1,4,4,3,4,4,4,2,5,4,5,3,3,4,4,5,2,4,4,5,3,4,2,3,3,6,7,7,7,7,4,2,1,3,2,3,3,4,4,1,1,NA,2,1.4,2,20,183,1,2,5,3,5,1,5,4,4,2,2,4,4,1,4,4,1,1,4,1,1,3,"nein","ja","ja","nein","ja","ja","nein","klinische Psychologie","nein","m‰nnlich","BY",3,4,3,2,1,4,4,4,4,4,4.33333333333333,1.66666666666667,1,4.66666666666667,1.66666666666667,1,3.5,4.5,2.75,4.25,4,6.8,2.8,4.16666666666667,2.5,3.9
"245",245,4,3,3,4,2,2,4,3,4,3,3,3,3,3,3,4,2,4,1,2,2,1,2,1,1,3,5,3,3,4,3,3,5,4,3,4,3,3,3,4,2,4,5,2,3,1,5,3,5,5,6,6,7,6,3,2,1,3,3,2,3,4,2,1,1,NA,2,1.6,2,20,177,3,11,4,5,4,2,6,4,4,6,5,5,4,2,3,3,2,2,4,2,1,4,"nein","ja","ja","nein","ja","nein","nein","klinische Psychologie","nein","m‰nnlich","RP",3,4,2,2,1,3,3,3,3,4,4,2.66666666666667,3,3.33333333333333,2.66666666666667,3.33333333333333,2.75,4.5,3.25,2.75,4,6,2.3,4.83333333333333,4,3.4
"246",246,5,1,3,5,1,3,4,2,2,4,1,3,4,1,4,4,1,4,1,2,2,2,2,2,2,4,5,3,2,4,4,3,5,4,3,5,3,4,3,4,4,4,3,3,3,2,2,2,2,6,6,7,6,6,2,3,2,2,3,2,3,3,2,2,1,NA,1,1.7,1,20,163,2,1,5,2,5,1,6,3,5,4,2,3,4,2,4,3,1,1,4,2,1,4,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","ja","weiblich","BW",2,3,2,2,2,3,4,4,3,4,4.66666666666667,1.33333333333333,2.66666666666667,4,1,3.66666666666667,4,4.5,3.5,2.75,3.5,6.2,2.1,4.66666666666667,2,3.7
"247",247,4,3,3,5,2,1,4,2,3,5,3,2,5,1,1,5,2,2,1,2,2,2,2,1,1,4,5,3,2,4,3,3,4,4,2,4,2,3,3,5,3,4,3,2,4,4,4,5,5,5,6,6,5,4,3,3,2,4,3,1,3,2,4,4,3,NA,1,2.2,1,20,165,4,1,6,4,4,3,2,5,5,3,6,4,3,1,4,4,2,1,4,2,1,4,"nein","ja","ja","ja","ja","nein","nein","Wirtschaftspsychologie","ja","weiblich","BW",2,3,2,2,3,4,3,4,3,4,4.33333333333333,2.33333333333333,2.33333333333333,5,2,1.66666666666667,3.25,4.5,3.5,2,3.5,5.2,2.8,4,4.5,3.7
"248",248,5,2,1,5,1,2,5,1,4,5,2,1,5,1,2,5,1,4,1,2,2,2,2,1,2,4,4,4,4,4,4,4,4,4,4,3,2,4,3,4,4,5,4,4,4,3,2,4,3,5,6,5,3,5,4,2,2,3,2,3,2,3,3,4,1,NA,2,1.2,1,19,176,2,1,3,3,5,3,4,3,4,4,3,4,3,2,3,3,2,2,4,3,2,3,"nein","ja","ja","ja","ja","nein","ja","klinische Psychologie","nein","weiblich","BW",3,3,3,3,2,3,3,3,2,3,5,1.33333333333333,2.33333333333333,5,1.33333333333333,2.33333333333333,4,4.25,3.75,3.5,3.75,4.8,3.1,4,3,3
"249",249,4,2,1,5,1,1,4,2,2,4,2,1,5,2,1,4,2,2,1,2,2,2,2,1,2,4,5,5,4,4,3,4,2,4,4,2,4,2,3,4,4,4,4,3,5,2,2,4,4,6,7,6,6,5,2,1,4,2,3,3,2,4,3,2,5,"Umweltpsychologie",1,1.7,1,21,172,5,1,5,5,2,1,3,3,5,2,6,5,3,2,4,3,1,1,3,3,1,3,"nein","ja","ja","ja","ja","nein","ja","sonstiges","ja","weiblich","BW",4,1,2,3,1,3,4,4,2,4,4.33333333333333,1.66666666666667,1.33333333333333,4.33333333333333,2,1.33333333333333,3.25,3.75,4,3.75,3.75,6,2.3,3.66666666666667,3.75,3.3
"250",250,4,4,1,5,1,2,5,3,1,4,4,1,5,1,2,4,3,2,1,2,2,2,2,2,2,4,5,4,4,3,4,4,5,3,4,5,3,4,3,5,4,4,3,4,4,3,2,2,2,6,6,5,6,5,3,2,1,2,3,1,3,1,2,4,1,NA,2,1.5,1,18,168,1,1,5,2,2,1,5,2,4,5,5,3,3,3,3,3,2,2,4,2,2,3,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","BW",3,4,2,2,4,2,3,3,3,3,4.66666666666667,2.66666666666667,1.33333333333333,4.33333333333333,2.66666666666667,1.66666666666667,4,4.75,4.25,3.75,3,5.6,2.7,4,2.5,3
"251",251,5,4,5,5,2,3,5,2,4,5,3,3,4,2,3,5,2,4,1,2,2,2,2,2,2,3,5,4,3,3,4,4,4,3,3,4,3,5,3,5,2,5,3,4,5,1,1,1,1,5,7,5,6,6,3,3,2,4,3,3,3,2,3,2,1,NA,1,1.5,1,20,169,4,11,4,4,5,1,3,2,4,2,3,5,3,2,4,3,1,3,4,2,1,3,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","ja","weiblich","RP",2,3,2,2,3,3,4,2,3,4,5,2.66666666666667,4,4.66666666666667,2.33333333333333,3.33333333333333,3.5,4.75,4.25,3.25,3,5.8,2.7,3.83333333333333,2.5,3.3
"252",252,5,4,2,4,2,1,5,3,2,5,2,2,4,2,1,5,3,2,2,2,1,1,2,2,2,5,5,4,3,4,5,3,5,4,4,4,3,3,4,5,3,5,4,3,3,3,3,5,3,5,6,6,5,5,2,3,2,2,3,2,3,2,2,2,1,NA,2,1.4,2,20,178,2,7,4,3,4,3,5,3,4,3,3,3,3,1,4,3,2,1,3,2,1,3,"ja","ja","nein","nein","ja","ja","ja","klinische Psychologie","nein","m‰nnlich","HE",2,3,2,2,3,4,3,4,3,4,4.66666666666667,3,1.66666666666667,4.66666666666667,2.33333333333333,1.66666666666667,4,5,3.5,3.25,4,5.4,2.2,3.83333333333333,3,3.4
"253",253,3,2,3,4,2,2,4,2,3,4,2,3,4,2,2,4,2,3,1,2,1,1,2,1,2,2,5,4,5,4,2,4,4,4,5,4,4,3,3,4,4,4,3,5,4,2,2,3,3,4,7,4,5,7,2,2,2,2,3,2,3,3,2,2,5,"weiﬂ noch nicht",2,1.7,1,19,169,2,11,2,3,2,1,5,1,2,2,1,2,3,3,4,3,1,2,3,3,2,3,"nein","ja","nein","nein","ja","nein","ja","sonstiges","nein","weiblich","RP",3,3,2,2,2,2,4,3,2,3,3.66666666666667,2,2.66666666666667,4,2,2.66666666666667,2.75,4.25,4,4.75,3.5,5.4,2.2,2.5,1.5,3
"254",254,5,1,3,5,4,1,5,1,1,4,2,4,3,4,4,4,1,4,2,2,2,2,2,2,2,2,5,4,4,4,3,4,5,4,2,5,2,3,4,5,2,5,4,3,4,1,2,2,2,6,4,5,6,6,4,2,2,3,4,3,2,2,4,2,1,NA,1,1.5,1,20,172,0,10,2,2,3,1,2,2,3,3,5,4,3,4,4,4,2,4,3,4,3,3,"ja","ja","ja","ja","ja","ja","ja","klinische Psychologie","ja","weiblich","NW",3,3,1,3,3,1,3,1,1,2,5,2,1.66666666666667,3.66666666666667,2.33333333333333,4,2.5,5,4.25,2.75,4,5.4,2.9,2.83333333333333,2.5,2.5
"255",255,4,3,3,4,3,2,5,3,3,4,3,3,4,2,2,5,3,3,1,2,2,1,2,1,2,5,4,3,3,4,4,4,3,4,3,4,4,4,4,4,5,4,5,3,3,3,3,4,3,5,6,6,5,4,2,2,3,2,2,2,2,4,2,1,5,"Medienpsychologie/Werbepsychologie ... Psychotherapeut",1,1.5,2,21,177,1,11,5,2,5,1,6,3,5,4,3,5,3,1,4,4,1,2,4,2,1,3,"nein","ja","ja","nein","ja","nein","ja","sonstiges","ja","m‰nnlich","RP",3,2,3,3,1,4,4,3,3,4,4.33333333333333,3,2.66666666666667,4.33333333333333,2.66666666666667,2.66666666666667,4.5,3.75,3.5,3.25,4.25,5.2,2.1,5,2.25,3.6
"256",256,5,2,4,5,4,1,5,4,3,4,5,4,4,4,2,4,4,4,1,2,2,1,2,1,2,3,5,4,5,4,3,3,5,4,5,3,3,4,4,4,4,5,4,4,4,4,5,4,4,7,6,6,5,6,3,1,1,2,3,4,2,1,3,2,3,NA,2,1.5,1,21,160,0,1,1,1,2,2,3,2,3,2,6,2,4,3,4,4,3,3,2,4,2,1,"nein","ja","ja","nein","ja","nein","ja","Wirtschaftspsychologie","nein","weiblich","BW",4,4,2,3,4,2,2,2,1,3,5,3.33333333333333,2.66666666666667,4,4.33333333333333,3.33333333333333,3.5,4.75,3.5,4.25,4,6,3.1,2.16666666666667,2.75,2.5
"257",257,5,4,3,3,4,1,5,2,1,5,4,2,5,2,2,5,3,3,1,2,1,1,2,1,2,3,5,4,4,4,3,4,4,4,4,4,3,3,3,4,5,4,3,5,4,3,2,4,3,5,7,4,5,7,2,3,2,2,3,2,3,2,2,2,1,NA,1,1.4,1,19,172,3,11,1,6,1,2,1,4,1,2,5,1,3,4,4,3,2,3,3,4,2,3,"nein","ja","nein","nein","ja","nein","ja","klinische Psychologie","ja","weiblich","RP",2,3,2,2,3,1,3,2,1,3,4.33333333333333,3.33333333333333,1.66666666666667,5,3,2.33333333333333,3.5,4.25,4,4,3.5,5.6,2.2,1.16666666666667,4.25,2.6
"258",258,4,3,3,4,4,3,4,2,4,4,2,3,4,4,3,5,3,3,1,2,2,1,2,2,1,4,4,4,4,3,5,5,3,3,3,5,3,4,3,3,4,3,4,4,5,2,1,3,2,5,6,5,4,6,2,3,2,2,4,3,3,2,2,1,3,NA,2,1.8,1,20,169,0,10,6,3,6,2,2,4,4,4,4,4,3,3,3,2,2,2,3,3,2,3,"nein","ja","ja","nein","ja","ja","nein","Wirtschaftspsychologie","nein","weiblich","NW",2,3,1,2,3,2,3,3,2,3,4,3,3.33333333333333,4.33333333333333,3,3,4.25,3.25,4.75,3.5,3.25,5.2,2.1,4.33333333333333,3.25,2.7
"259",259,4,1,3,4,2,2,4,3,2,4,3,2,5,3,3,5,4,2,1,2,2,2,2,2,1,3,5,2,4,3,5,3,5,3,4,3,1,4,2,4,2,4,3,3,4,4,2,3,2,5,5,6,6,4,1,4,2,1,3,2,3,2,2,1,5,"Verkehrspsychologie",1,1.7,1,21,185,1,11,5,3,5,2,6,5,5,5,6,3,4,1,4,4,1,1,4,2,1,4,"nein","ja","ja","ja","ja","ja","nein","sonstiges","ja","weiblich","RP",1,3,2,2,3,4,4,4,3,4,4,2,2.33333333333333,4.66666666666667,3.33333333333333,2.33333333333333,3.5,4.5,3,3,2.75,5.2,1.8,4.83333333333333,4,3.9
"260",260,3,2,4,4,4,3,4,2,4,5,3,4,5,2,3,5,2,4,1,1,2,1,2,1,2,4,5,4,3,4,5,5,5,4,3,5,2,4,4,4,3,4,4,3,4,3,4,3,4,6,5,6,7,6,3,3,2,3,4,3,4,3,3,2,3,NA,2,1.7,1,20,165,0,12,6,4,6,2,5,2,6,6,6,6,4,2,4,3,1,1,4,2,1,4,"nein","nein","ja","nein","ja","nein","ja","Wirtschaftspsychologie","nein","weiblich","SL",2,3,1,1,2,3,4,4,3,4,3.66666666666667,2.66666666666667,3.66666666666667,5,2.33333333333333,3.66666666666667,4,4.5,4.5,2.75,4,6,2.3,5.83333333333333,3.5,3.7
"261",261,4,5,3,4,3,2,5,2,4,4,4,3,4,2,2,4,2,4,1,2,1,2,2,1,2,3,4,4,3,4,3,5,4,4,4,5,4,5,3,5,4,5,5,4,5,4,2,1,2,4,7,5,5,4,1,4,4,3,4,3,4,2,3,1,1,NA,1,1.7,1,19,180,1,10,6,2,6,1,4,2,6,5,5,5,3,4,3,4,2,3,3,4,2,2,"nein","ja","nein","ja","ja","nein","ja","klinische Psychologie","ja","weiblich","NW",1,1,1,1,3,1,3,2,1,3,4.33333333333333,3.33333333333333,3,4,2.66666666666667,3,3.75,4.5,4.75,3.75,4,5,1.8,5.33333333333333,2.5,2.5
"262",262,4,2,3,4,2,1,5,2,4,4,2,3,4,2,1,5,2,4,1,2,2,1,2,2,2,4,4,4,3,3,4,5,4,3,3,5,2,4,2,5,2,5,3,4,4,1,1,2,2,6,7,6,7,5,2,4,3,2,4,3,3,3,3,3,4,NA,1,1.6,1,20,172,2,10,6,3,6,1,3,4,4,4,3,4,3,2,4,3,1,3,4,2,1,4,"nein","ja","ja","nein","ja","ja","ja","Forschung","ja","weiblich","NW",1,2,1,2,2,3,4,2,3,4,4.33333333333333,2,2.66666666666667,4.33333333333333,2,2.66666666666667,3.5,4.5,4.5,3,2.75,6.2,2.1,4.5,2.75,3.4
"263",263,4,4,1,5,1,2,4,2,3,5,3,2,5,1,1,4,2,2,1,2,2,2,2,1,1,3,5,2,4,3,3,2,4,4,5,3,5,5,4,4,5,4,3,5,2,5,4,5,5,5,7,4,6,7,3,2,1,4,3,3,2,2,4,2,4,NA,2,2,2,21,181,2,9,6,2,6,1,5,2,6,6,5,6,3,2,4,3,1,2,4,4,1,4,"nein","ja","ja","ja","ja","nein","nein","Forschung","nein","m‰nnlich","NI",3,4,2,3,3,3,4,3,1,4,4.33333333333333,2.33333333333333,2,4.66666666666667,2,1.66666666666667,4,4.25,2.25,4.75,3.5,5.8,3.1,5.83333333333333,2.5,3.3
"264",264,5,2,2,5,1,1,5,1,3,5,1,1,4,2,1,5,1,1,1,2,2,1,2,1,1,5,3,2,4,3,5,3,2,3,2,4,5,5,3,3,5,4,2,4,2,1,3,1,1,7,7,7,7,7,3,2,1,2,3,2,2,4,4,4,3,NA,2,1.4,1,20,174,1,11,7,2,7,1,2,1,7,4,1,6,4,1,4,4,2,3,4,1,1,4,"nein","ja","ja","nein","ja","nein","nein","Wirtschaftspsychologie","nein","weiblich","RP",3,4,2,3,1,4,3,2,4,4,5,1.33333333333333,2,4.66666666666667,1.33333333333333,1,5,3,2.75,3.75,2.75,7,2.8,5.5,1.25,3.7
"265",265,4,5,2,2,5,2,4,5,3,4,5,2,3,4,2,4,4,3,1,2,2,2,2,1,2,2,4,4,5,4,2,4,5,4,5,4,4,3,4,5,4,3,4,4,2,4,1,4,4,4,5,3,3,1,4,2,1,4,2,4,2,1,4,4,5,"forensische Psychologie",2,1.7,1,19,169,1,10,3,6,2,1,2,4,6,2,5,6,2,4,3,2,3,4,3,4,3,1,"nein","ja","ja","ja","ja","nein","ja","sonstiges","nein","weiblich","NW",3,4,3,3,4,1,2,1,1,2,3.33333333333333,5,2.33333333333333,3.66666666666667,4.33333333333333,2.33333333333333,2.75,4.25,3.5,4.5,4,3.2,3.7,3.5,4,1.8
"266",266,3,3,4,4,1,2,4,1,3,4,3,4,4,1,1,4,1,2,1,2,1,1,2,1,1,3,4,4,4,3,3,4,4,3,4,5,3,2,3,3,2,4,3,4,4,2,1,3,3,5,7,5,4,5,2,3,3,3,4,2,3,3,1,1,2,NA,2,1.7,1,20,162,2,7,5,5,5,2,6,4,5,4,6,4,3,3,3,3,2,2,3,3,2,3,"nein","ja","nein","nein","ja","nein","nein","p‰dagogische Psychologie","nein","weiblich","HE",2,2,1,2,2,2,3,3,2,3,3.66666666666667,1.66666666666667,3,4,1.66666666666667,2.33333333333333,2.5,3.75,4.25,3.75,3,5.2,1.8,4.83333333333333,4.25,2.8
